CP015625.1,BaApis_BBC0122.fna
QGLM01000009.1,FrPerrara_ESL0167.fna
QGLM01000010.1,FrPerrara_ESL0167.fna
QGLM01000011.1,FrPerrara_ESL0167.fna
QGLM01000012.1,FrPerrara_ESL0167.fna
QGLM01000013.1,FrPerrara_ESL0167.fna
QGLM01000014.1,FrPerrara_ESL0167.fna
QGLM01000015.1,FrPerrara_ESL0167.fna
QGLM01000016.1,FrPerrara_ESL0167.fna
QGLM01000017.1,FrPerrara_ESL0167.fna
QGLM01000018.1,FrPerrara_ESL0167.fna
QGLM01000019.1,FrPerrara_ESL0167.fna
QGLM01000020.1,FrPerrara_ESL0167.fna
QGLM01000021.1,FrPerrara_ESL0167.fna
QGLM01000022.1,FrPerrara_ESL0167.fna
QGLM01000023.1,FrPerrara_ESL0167.fna
QGLM01000024.1,FrPerrara_ESL0167.fna
QGLM01000025.1,FrPerrara_ESL0167.fna
QGLM01000026.1,FrPerrara_ESL0167.fna
QGLM01000027.1,FrPerrara_ESL0167.fna
QGLM01000028.1,FrPerrara_ESL0167.fna
QGLM01000029.1,FrPerrara_ESL0167.fna
QGLM01000030.1,FrPerrara_ESL0167.fna
QGLM01000031.1,FrPerrara_ESL0167.fna
QGLM01000032.1,FrPerrara_ESL0167.fna
QGLM01000033.1,FrPerrara_ESL0167.fna
QGLM01000034.1,FrPerrara_ESL0167.fna
QGLM01000035.1,FrPerrara_ESL0167.fna
QGLM01000036.1,FrPerrara_ESL0167.fna
QGLM01000037.1,FrPerrara_ESL0167.fna
QGLM01000038.1,FrPerrara_ESL0167.fna
QGLM01000039.1,FrPerrara_ESL0167.fna
QGLM01000040.1,FrPerrara_ESL0167.fna
CP009056.1,FrPerrara_PEB0191.fna
NARO01000001.1,GiApicola_A1212.fna
NARO01000010.1,GiApicola_A1212.fna
NARO01000096.1,GiApicola_A1212.fna
NARO01000097.1,GiApicola_A1212.fna
NARO01000011.1,GiApicola_A1212.fna
NARO01000012.1,GiApicola_A1212.fna
NARO01000098.1,GiApicola_A1212.fna
NARO01000099.1,GiApicola_A1212.fna
NARO01000013.1,GiApicola_A1212.fna
NARO01000100.1,GiApicola_A1212.fna
NARO01000101.1,GiApicola_A1212.fna
NARO01000014.1,GiApicola_A1212.fna
NARO01000102.1,GiApicola_A1212.fna
NARO01000015.1,GiApicola_A1212.fna
NARO01000016.1,GiApicola_A1212.fna
NARO01000017.1,GiApicola_A1212.fna
NARO01000018.1,GiApicola_A1212.fna
NARO01000019.1,GiApicola_A1212.fna
NARO01000002.1,GiApicola_A1212.fna
NARO01000020.1,GiApicola_A1212.fna
NARO01000021.1,GiApicola_A1212.fna
NARO01000022.1,GiApicola_A1212.fna
NARO01000023.1,GiApicola_A1212.fna
NARO01000024.1,GiApicola_A1212.fna
NARO01000025.1,GiApicola_A1212.fna
NARO01000026.1,GiApicola_A1212.fna
NARO01000027.1,GiApicola_A1212.fna
NARO01000028.1,GiApicola_A1212.fna
NARO01000029.1,GiApicola_A1212.fna
NARO01000003.1,GiApicola_A1212.fna
NARO01000030.1,GiApicola_A1212.fna
NARO01000031.1,GiApicola_A1212.fna
NARO01000032.1,GiApicola_A1212.fna
NARO01000033.1,GiApicola_A1212.fna
NARO01000034.1,GiApicola_A1212.fna
NARO01000035.1,GiApicola_A1212.fna
NARO01000036.1,GiApicola_A1212.fna
NARO01000037.1,GiApicola_A1212.fna
NARO01000038.1,GiApicola_A1212.fna
NARO01000039.1,GiApicola_A1212.fna
NARO01000004.1,GiApicola_A1212.fna
NARO01000040.1,GiApicola_A1212.fna
NARO01000041.1,GiApicola_A1212.fna
NARO01000042.1,GiApicola_A1212.fna
NARO01000043.1,GiApicola_A1212.fna
NARO01000044.1,GiApicola_A1212.fna
NARO01000045.1,GiApicola_A1212.fna
NARO01000046.1,GiApicola_A1212.fna
NARO01000047.1,GiApicola_A1212.fna
NARO01000048.1,GiApicola_A1212.fna
NARO01000049.1,GiApicola_A1212.fna
NARO01000005.1,GiApicola_A1212.fna
NARO01000050.1,GiApicola_A1212.fna
NARO01000051.1,GiApicola_A1212.fna
NARO01000052.1,GiApicola_A1212.fna
NARO01000053.1,GiApicola_A1212.fna
NARO01000054.1,GiApicola_A1212.fna
NARO01000055.1,GiApicola_A1212.fna
NARO01000056.1,GiApicola_A1212.fna
NARO01000057.1,GiApicola_A1212.fna
NARO01000058.1,GiApicola_A1212.fna
NARO01000059.1,GiApicola_A1212.fna
NARO01000006.1,GiApicola_A1212.fna
NARO01000060.1,GiApicola_A1212.fna
NARO01000061.1,GiApicola_A1212.fna
NARO01000062.1,GiApicola_A1212.fna
NARO01000063.1,GiApicola_A1212.fna
NARO01000064.1,GiApicola_A1212.fna
NARO01000065.1,GiApicola_A1212.fna
NARO01000066.1,GiApicola_A1212.fna
NARO01000067.1,GiApicola_A1212.fna
NARO01000068.1,GiApicola_A1212.fna
NARO01000069.1,GiApicola_A1212.fna
NARO01000007.1,GiApicola_A1212.fna
NARO01000070.1,GiApicola_A1212.fna
NARO01000071.1,GiApicola_A1212.fna
NARO01000072.1,GiApicola_A1212.fna
NARO01000073.1,GiApicola_A1212.fna
NARO01000074.1,GiApicola_A1212.fna
NARO01000075.1,GiApicola_A1212.fna
NARO01000076.1,GiApicola_A1212.fna
NARO01000077.1,GiApicola_A1212.fna
NARO01000078.1,GiApicola_A1212.fna
NARO01000079.1,GiApicola_A1212.fna
NARO01000008.1,GiApicola_A1212.fna
NARO01000080.1,GiApicola_A1212.fna
NARO01000081.1,GiApicola_A1212.fna
NARO01000082.1,GiApicola_A1212.fna
NARO01000083.1,GiApicola_A1212.fna
NARO01000084.1,GiApicola_A1212.fna
NARO01000085.1,GiApicola_A1212.fna
NARO01000086.1,GiApicola_A1212.fna
NARO01000087.1,GiApicola_A1212.fna
NARO01000088.1,GiApicola_A1212.fna
NARO01000089.1,GiApicola_A1212.fna
NARO01000009.1,GiApicola_A1212.fna
NARO01000090.1,GiApicola_A1212.fna
NARO01000091.1,GiApicola_A1212.fna
NARO01000092.1,GiApicola_A1212.fna
NARO01000093.1,GiApicola_A1212.fna
NARO01000094.1,GiApicola_A1212.fna
NARO01000095.1,GiApicola_A1212.fna
MZNE01000001.1,GiApicola_A124.fna
MZNE01000010.1,GiApicola_A124.fna
MZNE01000100.1,GiApicola_A124.fna
MZNE01000101.1,GiApicola_A124.fna
MZNE01000102.1,GiApicola_A124.fna
MZNE01000103.1,GiApicola_A124.fna
MZNE01000104.1,GiApicola_A124.fna
MZNE01000105.1,GiApicola_A124.fna
MZNE01000106.1,GiApicola_A124.fna
MZNE01000107.1,GiApicola_A124.fna
MZNE01000108.1,GiApicola_A124.fna
MZNE01000109.1,GiApicola_A124.fna
MZNE01000011.1,GiApicola_A124.fna
MZNE01000110.1,GiApicola_A124.fna
MZNE01000111.1,GiApicola_A124.fna
MZNE01000112.1,GiApicola_A124.fna
MZNE01000113.1,GiApicola_A124.fna
MZNE01000114.1,GiApicola_A124.fna
MZNE01000115.1,GiApicola_A124.fna
MZNE01000116.1,GiApicola_A124.fna
MZNE01000117.1,GiApicola_A124.fna
MZNE01000118.1,GiApicola_A124.fna
MZNE01000119.1,GiApicola_A124.fna
MZNE01000012.1,GiApicola_A124.fna
MZNE01000120.1,GiApicola_A124.fna
MZNE01000121.1,GiApicola_A124.fna
MZNE01000122.1,GiApicola_A124.fna
MZNE01000123.1,GiApicola_A124.fna
MZNE01000124.1,GiApicola_A124.fna
MZNE01000125.1,GiApicola_A124.fna
MZNE01000126.1,GiApicola_A124.fna
MZNE01000127.1,GiApicola_A124.fna
MZNE01000128.1,GiApicola_A124.fna
MZNE01000129.1,GiApicola_A124.fna
MZNE01000013.1,GiApicola_A124.fna
MZNE01000130.1,GiApicola_A124.fna
MZNE01000131.1,GiApicola_A124.fna
MZNE01000132.1,GiApicola_A124.fna
MZNE01000133.1,GiApicola_A124.fna
MZNE01000134.1,GiApicola_A124.fna
MZNE01000135.1,GiApicola_A124.fna
MZNE01000136.1,GiApicola_A124.fna
MZNE01000137.1,GiApicola_A124.fna
MZNE01000138.1,GiApicola_A124.fna
MZNE01000139.1,GiApicola_A124.fna
MZNE01000014.1,GiApicola_A124.fna
MZNE01000140.1,GiApicola_A124.fna
MZNE01000141.1,GiApicola_A124.fna
MZNE01000142.1,GiApicola_A124.fna
MZNE01000143.1,GiApicola_A124.fna
MZNE01000144.1,GiApicola_A124.fna
MZNE01000145.1,GiApicola_A124.fna
MZNE01000146.1,GiApicola_A124.fna
MZNE01000147.1,GiApicola_A124.fna
MZNE01000148.1,GiApicola_A124.fna
MZNE01000149.1,GiApicola_A124.fna
MZNE01000015.1,GiApicola_A124.fna
MZNE01000150.1,GiApicola_A124.fna
MZNE01000151.1,GiApicola_A124.fna
MZNE01000152.1,GiApicola_A124.fna
MZNE01000016.1,GiApicola_A124.fna
MZNE01000153.1,GiApicola_A124.fna
MZNE01000154.1,GiApicola_A124.fna
MZNE01000017.1,GiApicola_A124.fna
MZNE01000155.1,GiApicola_A124.fna
MZNE01000156.1,GiApicola_A124.fna
MZNE01000018.1,GiApicola_A124.fna
MZNE01000157.1,GiApicola_A124.fna
MZNE01000019.1,GiApicola_A124.fna
MZNE01000002.1,GiApicola_A124.fna
MZNE01000020.1,GiApicola_A124.fna
MZNE01000021.1,GiApicola_A124.fna
MZNE01000022.1,GiApicola_A124.fna
MZNE01000023.1,GiApicola_A124.fna
MZNE01000024.1,GiApicola_A124.fna
MZNE01000025.1,GiApicola_A124.fna
MZNE01000026.1,GiApicola_A124.fna
MZNE01000027.1,GiApicola_A124.fna
MZNE01000028.1,GiApicola_A124.fna
MZNE01000029.1,GiApicola_A124.fna
MZNE01000003.1,GiApicola_A124.fna
MZNE01000030.1,GiApicola_A124.fna
MZNE01000031.1,GiApicola_A124.fna
MZNE01000032.1,GiApicola_A124.fna
MZNE01000033.1,GiApicola_A124.fna
MZNE01000034.1,GiApicola_A124.fna
MZNE01000035.1,GiApicola_A124.fna
MZNE01000036.1,GiApicola_A124.fna
MZNE01000037.1,GiApicola_A124.fna
MZNE01000038.1,GiApicola_A124.fna
MZNE01000039.1,GiApicola_A124.fna
MZNE01000004.1,GiApicola_A124.fna
MZNE01000040.1,GiApicola_A124.fna
MZNE01000041.1,GiApicola_A124.fna
MZNE01000042.1,GiApicola_A124.fna
MZNE01000043.1,GiApicola_A124.fna
MZNE01000044.1,GiApicola_A124.fna
MZNE01000045.1,GiApicola_A124.fna
MZNE01000046.1,GiApicola_A124.fna
MZNE01000047.1,GiApicola_A124.fna
MZNE01000048.1,GiApicola_A124.fna
MZNE01000049.1,GiApicola_A124.fna
MZNE01000005.1,GiApicola_A124.fna
MZNE01000050.1,GiApicola_A124.fna
MZNE01000051.1,GiApicola_A124.fna
MZNE01000052.1,GiApicola_A124.fna
MZNE01000053.1,GiApicola_A124.fna
MZNE01000054.1,GiApicola_A124.fna
MZNE01000055.1,GiApicola_A124.fna
MZNE01000056.1,GiApicola_A124.fna
MZNE01000057.1,GiApicola_A124.fna
MZNE01000058.1,GiApicola_A124.fna
MZNE01000059.1,GiApicola_A124.fna
MZNE01000006.1,GiApicola_A124.fna
MZNE01000060.1,GiApicola_A124.fna
MZNE01000061.1,GiApicola_A124.fna
MZNE01000062.1,GiApicola_A124.fna
MZNE01000063.1,GiApicola_A124.fna
MZNE01000064.1,GiApicola_A124.fna
MZNE01000065.1,GiApicola_A124.fna
MZNE01000066.1,GiApicola_A124.fna
MZNE01000067.1,GiApicola_A124.fna
MZNE01000068.1,GiApicola_A124.fna
MZNE01000069.1,GiApicola_A124.fna
MZNE01000007.1,GiApicola_A124.fna
MZNE01000070.1,GiApicola_A124.fna
MZNE01000071.1,GiApicola_A124.fna
MZNE01000072.1,GiApicola_A124.fna
MZNE01000073.1,GiApicola_A124.fna
MZNE01000074.1,GiApicola_A124.fna
MZNE01000075.1,GiApicola_A124.fna
MZNE01000076.1,GiApicola_A124.fna
MZNE01000077.1,GiApicola_A124.fna
MZNE01000078.1,GiApicola_A124.fna
MZNE01000079.1,GiApicola_A124.fna
MZNE01000008.1,GiApicola_A124.fna
MZNE01000080.1,GiApicola_A124.fna
MZNE01000081.1,GiApicola_A124.fna
MZNE01000082.1,GiApicola_A124.fna
MZNE01000083.1,GiApicola_A124.fna
MZNE01000084.1,GiApicola_A124.fna
MZNE01000085.1,GiApicola_A124.fna
MZNE01000086.1,GiApicola_A124.fna
MZNE01000087.1,GiApicola_A124.fna
MZNE01000088.1,GiApicola_A124.fna
MZNE01000089.1,GiApicola_A124.fna
MZNE01000009.1,GiApicola_A124.fna
MZNE01000090.1,GiApicola_A124.fna
MZNE01000091.1,GiApicola_A124.fna
MZNE01000092.1,GiApicola_A124.fna
MZNE01000093.1,GiApicola_A124.fna
MZNE01000094.1,GiApicola_A124.fna
MZNE01000095.1,GiApicola_A124.fna
MZNE01000096.1,GiApicola_A124.fna
MZNE01000097.1,GiApicola_A124.fna
MZNE01000098.1,GiApicola_A124.fna
MZNE01000099.1,GiApicola_A124.fna
MZNF01000001.1,GiApicola_A224.fna
MZNF01000010.1,GiApicola_A224.fna
MZNF01000100.1,GiApicola_A224.fna
MZNF01000101.1,GiApicola_A224.fna
MZNF01000102.1,GiApicola_A224.fna
MZNF01000103.1,GiApicola_A224.fna
MZNF01000104.1,GiApicola_A224.fna
MZNF01000105.1,GiApicola_A224.fna
MZNF01000106.1,GiApicola_A224.fna
MZNF01000107.1,GiApicola_A224.fna
MZNF01000108.1,GiApicola_A224.fna
MZNF01000109.1,GiApicola_A224.fna
MZNF01000011.1,GiApicola_A224.fna
MZNF01000110.1,GiApicola_A224.fna
MZNF01000111.1,GiApicola_A224.fna
MZNF01000112.1,GiApicola_A224.fna
MZNF01000113.1,GiApicola_A224.fna
MZNF01000114.1,GiApicola_A224.fna
MZNF01000115.1,GiApicola_A224.fna
MZNF01000116.1,GiApicola_A224.fna
MZNF01000117.1,GiApicola_A224.fna
MZNF01000118.1,GiApicola_A224.fna
MZNF01000119.1,GiApicola_A224.fna
MZNF01000012.1,GiApicola_A224.fna
MZNF01000120.1,GiApicola_A224.fna
MZNF01000121.1,GiApicola_A224.fna
MZNF01000122.1,GiApicola_A224.fna
MZNF01000123.1,GiApicola_A224.fna
MZNF01000124.1,GiApicola_A224.fna
MZNF01000125.1,GiApicola_A224.fna
MZNF01000126.1,GiApicola_A224.fna
MZNF01000127.1,GiApicola_A224.fna
MZNF01000013.1,GiApicola_A224.fna
MZNF01000128.1,GiApicola_A224.fna
MZNF01000129.1,GiApicola_A224.fna
MZNF01000014.1,GiApicola_A224.fna
MZNF01000015.1,GiApicola_A224.fna
MZNF01000016.1,GiApicola_A224.fna
MZNF01000017.1,GiApicola_A224.fna
MZNF01000018.1,GiApicola_A224.fna
MZNF01000019.1,GiApicola_A224.fna
MZNF01000002.1,GiApicola_A224.fna
MZNF01000020.1,GiApicola_A224.fna
MZNF01000021.1,GiApicola_A224.fna
MZNF01000022.1,GiApicola_A224.fna
MZNF01000023.1,GiApicola_A224.fna
MZNF01000024.1,GiApicola_A224.fna
MZNF01000025.1,GiApicola_A224.fna
MZNF01000026.1,GiApicola_A224.fna
MZNF01000027.1,GiApicola_A224.fna
MZNF01000028.1,GiApicola_A224.fna
MZNF01000029.1,GiApicola_A224.fna
MZNF01000003.1,GiApicola_A224.fna
MZNF01000030.1,GiApicola_A224.fna
MZNF01000031.1,GiApicola_A224.fna
MZNF01000032.1,GiApicola_A224.fna
MZNF01000033.1,GiApicola_A224.fna
MZNF01000034.1,GiApicola_A224.fna
MZNF01000035.1,GiApicola_A224.fna
MZNF01000036.1,GiApicola_A224.fna
MZNF01000037.1,GiApicola_A224.fna
MZNF01000038.1,GiApicola_A224.fna
MZNF01000039.1,GiApicola_A224.fna
MZNF01000004.1,GiApicola_A224.fna
MZNF01000040.1,GiApicola_A224.fna
MZNF01000041.1,GiApicola_A224.fna
MZNF01000042.1,GiApicola_A224.fna
MZNF01000043.1,GiApicola_A224.fna
MZNF01000044.1,GiApicola_A224.fna
MZNF01000045.1,GiApicola_A224.fna
MZNF01000046.1,GiApicola_A224.fna
MZNF01000047.1,GiApicola_A224.fna
MZNF01000048.1,GiApicola_A224.fna
MZNF01000049.1,GiApicola_A224.fna
MZNF01000005.1,GiApicola_A224.fna
MZNF01000050.1,GiApicola_A224.fna
MZNF01000051.1,GiApicola_A224.fna
MZNF01000052.1,GiApicola_A224.fna
MZNF01000053.1,GiApicola_A224.fna
MZNF01000054.1,GiApicola_A224.fna
MZNF01000055.1,GiApicola_A224.fna
MZNF01000056.1,GiApicola_A224.fna
MZNF01000057.1,GiApicola_A224.fna
MZNF01000058.1,GiApicola_A224.fna
MZNF01000059.1,GiApicola_A224.fna
MZNF01000006.1,GiApicola_A224.fna
MZNF01000060.1,GiApicola_A224.fna
MZNF01000061.1,GiApicola_A224.fna
MZNF01000062.1,GiApicola_A224.fna
MZNF01000063.1,GiApicola_A224.fna
MZNF01000064.1,GiApicola_A224.fna
MZNF01000065.1,GiApicola_A224.fna
MZNF01000066.1,GiApicola_A224.fna
MZNF01000067.1,GiApicola_A224.fna
MZNF01000068.1,GiApicola_A224.fna
MZNF01000069.1,GiApicola_A224.fna
MZNF01000007.1,GiApicola_A224.fna
MZNF01000070.1,GiApicola_A224.fna
MZNF01000071.1,GiApicola_A224.fna
MZNF01000072.1,GiApicola_A224.fna
MZNF01000073.1,GiApicola_A224.fna
MZNF01000074.1,GiApicola_A224.fna
MZNF01000075.1,GiApicola_A224.fna
MZNF01000076.1,GiApicola_A224.fna
MZNF01000077.1,GiApicola_A224.fna
MZNF01000078.1,GiApicola_A224.fna
MZNF01000079.1,GiApicola_A224.fna
MZNF01000008.1,GiApicola_A224.fna
MZNF01000080.1,GiApicola_A224.fna
MZNF01000081.1,GiApicola_A224.fna
MZNF01000082.1,GiApicola_A224.fna
MZNF01000083.1,GiApicola_A224.fna
MZNF01000084.1,GiApicola_A224.fna
MZNF01000085.1,GiApicola_A224.fna
MZNF01000086.1,GiApicola_A224.fna
MZNF01000087.1,GiApicola_A224.fna
MZNF01000088.1,GiApicola_A224.fna
MZNF01000089.1,GiApicola_A224.fna
MZNF01000009.1,GiApicola_A224.fna
MZNF01000090.1,GiApicola_A224.fna
MZNF01000091.1,GiApicola_A224.fna
MZNF01000092.1,GiApicola_A224.fna
MZNF01000093.1,GiApicola_A224.fna
MZNF01000094.1,GiApicola_A224.fna
MZNF01000095.1,GiApicola_A224.fna
MZNF01000096.1,GiApicola_A224.fna
MZNF01000097.1,GiApicola_A224.fna
MZNF01000098.1,GiApicola_A224.fna
MZNF01000099.1,GiApicola_A224.fna
NARP01000001.1,GiApicola_A712.fna
NARP01000010.1,GiApicola_A712.fna
NARP01000011.1,GiApicola_A712.fna
NARP01000012.1,GiApicola_A712.fna
NARP01000013.1,GiApicola_A712.fna
NARP01000014.1,GiApicola_A712.fna
NARP01000015.1,GiApicola_A712.fna
NARP01000016.1,GiApicola_A712.fna
NARP01000017.1,GiApicola_A712.fna
NARP01000018.1,GiApicola_A712.fna
NARP01000019.1,GiApicola_A712.fna
NARP01000002.1,GiApicola_A712.fna
NARP01000020.1,GiApicola_A712.fna
NARP01000021.1,GiApicola_A712.fna
NARP01000022.1,GiApicola_A712.fna
NARP01000023.1,GiApicola_A712.fna
NARP01000024.1,GiApicola_A712.fna
NARP01000025.1,GiApicola_A712.fna
NARP01000026.1,GiApicola_A712.fna
NARP01000027.1,GiApicola_A712.fna
NARP01000028.1,GiApicola_A712.fna
NARP01000029.1,GiApicola_A712.fna
NARP01000003.1,GiApicola_A712.fna
NARP01000030.1,GiApicola_A712.fna
NARP01000031.1,GiApicola_A712.fna
NARP01000032.1,GiApicola_A712.fna
NARP01000033.1,GiApicola_A712.fna
NARP01000034.1,GiApicola_A712.fna
NARP01000035.1,GiApicola_A712.fna
NARP01000036.1,GiApicola_A712.fna
NARP01000037.1,GiApicola_A712.fna
NARP01000038.1,GiApicola_A712.fna
NARP01000039.1,GiApicola_A712.fna
NARP01000004.1,GiApicola_A712.fna
NARP01000040.1,GiApicola_A712.fna
NARP01000041.1,GiApicola_A712.fna
NARP01000042.1,GiApicola_A712.fna
NARP01000043.1,GiApicola_A712.fna
NARP01000044.1,GiApicola_A712.fna
NARP01000045.1,GiApicola_A712.fna
NARP01000046.1,GiApicola_A712.fna
NARP01000047.1,GiApicola_A712.fna
NARP01000048.1,GiApicola_A712.fna
NARP01000049.1,GiApicola_A712.fna
NARP01000005.1,GiApicola_A712.fna
NARP01000050.1,GiApicola_A712.fna
NARP01000051.1,GiApicola_A712.fna
NARP01000052.1,GiApicola_A712.fna
NARP01000053.1,GiApicola_A712.fna
NARP01000054.1,GiApicola_A712.fna
NARP01000055.1,GiApicola_A712.fna
NARP01000056.1,GiApicola_A712.fna
NARP01000057.1,GiApicola_A712.fna
NARP01000058.1,GiApicola_A712.fna
NARP01000059.1,GiApicola_A712.fna
NARP01000006.1,GiApicola_A712.fna
NARP01000060.1,GiApicola_A712.fna
NARP01000061.1,GiApicola_A712.fna
NARP01000062.1,GiApicola_A712.fna
NARP01000063.1,GiApicola_A712.fna
NARP01000064.1,GiApicola_A712.fna
NARP01000065.1,GiApicola_A712.fna
NARP01000066.1,GiApicola_A712.fna
NARP01000067.1,GiApicola_A712.fna
NARP01000068.1,GiApicola_A712.fna
NARP01000069.1,GiApicola_A712.fna
NARP01000007.1,GiApicola_A712.fna
NARP01000070.1,GiApicola_A712.fna
NARP01000071.1,GiApicola_A712.fna
NARP01000072.1,GiApicola_A712.fna
NARP01000073.1,GiApicola_A712.fna
NARP01000074.1,GiApicola_A712.fna
NARP01000075.1,GiApicola_A712.fna
NARP01000076.1,GiApicola_A712.fna
NARP01000077.1,GiApicola_A712.fna
NARP01000078.1,GiApicola_A712.fna
NARP01000079.1,GiApicola_A712.fna
NARP01000008.1,GiApicola_A712.fna
NARP01000080.1,GiApicola_A712.fna
NARP01000081.1,GiApicola_A712.fna
NARP01000082.1,GiApicola_A712.fna
NARP01000083.1,GiApicola_A712.fna
NARP01000084.1,GiApicola_A712.fna
NARP01000085.1,GiApicola_A712.fna
NARP01000086.1,GiApicola_A712.fna
NARP01000087.1,GiApicola_A712.fna
NARP01000088.1,GiApicola_A712.fna
NARP01000089.1,GiApicola_A712.fna
NARP01000009.1,GiApicola_A712.fna
NARP01000090.1,GiApicola_A712.fna
NARP01000091.1,GiApicola_A712.fna
NARQ01000001.1,GiApicola_A724.fna
NARQ01000010.1,GiApicola_A724.fna
NARQ01000096.1,GiApicola_A724.fna
NARQ01000097.1,GiApicola_A724.fna
NARQ01000098.1,GiApicola_A724.fna
NARQ01000099.1,GiApicola_A724.fna
NARQ01000011.1,GiApicola_A724.fna
NARQ01000100.1,GiApicola_A724.fna
NARQ01000101.1,GiApicola_A724.fna
NARQ01000102.1,GiApicola_A724.fna
NARQ01000012.1,GiApicola_A724.fna
NARQ01000013.1,GiApicola_A724.fna
NARQ01000103.1,GiApicola_A724.fna
NARQ01000014.1,GiApicola_A724.fna
NARQ01000104.1,GiApicola_A724.fna
NARQ01000105.1,GiApicola_A724.fna
NARQ01000015.1,GiApicola_A724.fna
NARQ01000106.1,GiApicola_A724.fna
NARQ01000107.1,GiApicola_A724.fna
NARQ01000016.1,GiApicola_A724.fna
NARQ01000017.1,GiApicola_A724.fna
NARQ01000018.1,GiApicola_A724.fna
NARQ01000019.1,GiApicola_A724.fna
NARQ01000002.1,GiApicola_A724.fna
NARQ01000020.1,GiApicola_A724.fna
NARQ01000021.1,GiApicola_A724.fna
NARQ01000022.1,GiApicola_A724.fna
NARQ01000023.1,GiApicola_A724.fna
NARQ01000024.1,GiApicola_A724.fna
NARQ01000025.1,GiApicola_A724.fna
NARQ01000026.1,GiApicola_A724.fna
NARQ01000027.1,GiApicola_A724.fna
NARQ01000028.1,GiApicola_A724.fna
NARQ01000029.1,GiApicola_A724.fna
NARQ01000003.1,GiApicola_A724.fna
NARQ01000030.1,GiApicola_A724.fna
NARQ01000031.1,GiApicola_A724.fna
NARQ01000032.1,GiApicola_A724.fna
NARQ01000033.1,GiApicola_A724.fna
NARQ01000034.1,GiApicola_A724.fna
NARQ01000035.1,GiApicola_A724.fna
NARQ01000036.1,GiApicola_A724.fna
NARQ01000037.1,GiApicola_A724.fna
NARQ01000038.1,GiApicola_A724.fna
NARQ01000039.1,GiApicola_A724.fna
NARQ01000004.1,GiApicola_A724.fna
NARQ01000040.1,GiApicola_A724.fna
NARQ01000041.1,GiApicola_A724.fna
NARQ01000042.1,GiApicola_A724.fna
NARQ01000043.1,GiApicola_A724.fna
NARQ01000044.1,GiApicola_A724.fna
NARQ01000045.1,GiApicola_A724.fna
NARQ01000046.1,GiApicola_A724.fna
NARQ01000047.1,GiApicola_A724.fna
NARQ01000048.1,GiApicola_A724.fna
NARQ01000049.1,GiApicola_A724.fna
NARQ01000005.1,GiApicola_A724.fna
NARQ01000050.1,GiApicola_A724.fna
NARQ01000051.1,GiApicola_A724.fna
NARQ01000052.1,GiApicola_A724.fna
NARQ01000053.1,GiApicola_A724.fna
NARQ01000054.1,GiApicola_A724.fna
NARQ01000055.1,GiApicola_A724.fna
NARQ01000056.1,GiApicola_A724.fna
NARQ01000057.1,GiApicola_A724.fna
NARQ01000058.1,GiApicola_A724.fna
NARQ01000059.1,GiApicola_A724.fna
NARQ01000006.1,GiApicola_A724.fna
NARQ01000060.1,GiApicola_A724.fna
NARQ01000061.1,GiApicola_A724.fna
NARQ01000062.1,GiApicola_A724.fna
NARQ01000063.1,GiApicola_A724.fna
NARQ01000064.1,GiApicola_A724.fna
NARQ01000065.1,GiApicola_A724.fna
NARQ01000066.1,GiApicola_A724.fna
NARQ01000067.1,GiApicola_A724.fna
NARQ01000068.1,GiApicola_A724.fna
NARQ01000069.1,GiApicola_A724.fna
NARQ01000007.1,GiApicola_A724.fna
NARQ01000070.1,GiApicola_A724.fna
NARQ01000071.1,GiApicola_A724.fna
NARQ01000072.1,GiApicola_A724.fna
NARQ01000073.1,GiApicola_A724.fna
NARQ01000074.1,GiApicola_A724.fna
NARQ01000075.1,GiApicola_A724.fna
NARQ01000076.1,GiApicola_A724.fna
NARQ01000077.1,GiApicola_A724.fna
NARQ01000078.1,GiApicola_A724.fna
NARQ01000079.1,GiApicola_A724.fna
NARQ01000008.1,GiApicola_A724.fna
NARQ01000080.1,GiApicola_A724.fna
NARQ01000081.1,GiApicola_A724.fna
NARQ01000082.1,GiApicola_A724.fna
NARQ01000083.1,GiApicola_A724.fna
NARQ01000084.1,GiApicola_A724.fna
NARQ01000085.1,GiApicola_A724.fna
NARQ01000086.1,GiApicola_A724.fna
NARQ01000087.1,GiApicola_A724.fna
NARQ01000088.1,GiApicola_A724.fna
NARQ01000009.1,GiApicola_A724.fna
NARQ01000089.1,GiApicola_A724.fna
NARQ01000090.1,GiApicola_A724.fna
NARQ01000091.1,GiApicola_A724.fna
NARQ01000092.1,GiApicola_A724.fna
NARQ01000093.1,GiApicola_A724.fna
NARQ01000094.1,GiApicola_A724.fna
NARQ01000095.1,GiApicola_A724.fna
MZNG01000001.1,GiApicola_A8.fna
MZNG01000010.1,GiApicola_A8.fna
MZNG01000100.1,GiApicola_A8.fna
MZNG01000101.1,GiApicola_A8.fna
MZNG01000102.1,GiApicola_A8.fna
MZNG01000103.1,GiApicola_A8.fna
MZNG01000104.1,GiApicola_A8.fna
MZNG01000105.1,GiApicola_A8.fna
MZNG01000106.1,GiApicola_A8.fna
MZNG01000107.1,GiApicola_A8.fna
MZNG01000108.1,GiApicola_A8.fna
MZNG01000109.1,GiApicola_A8.fna
MZNG01000011.1,GiApicola_A8.fna
MZNG01000110.1,GiApicola_A8.fna
