protein	phage_seq	prot_num
ADFW01000001.1||1_partial_1__00019	ADFW01000001.1||1_partial_1	19
ADFW01000001.1||1_partial_1__00020	ADFW01000001.1||1_partial_1	20
ADFW01000001.1||1_partial_1__00021	ADFW01000001.1||1_partial_1	21
ADFW01000001.1||1_partial_1__00022	ADFW01000001.1||1_partial_1	22
ADFW01000001.1||1_partial_1__00023	ADFW01000001.1||1_partial_1	23
ADFW01000001.1||1_partial_1__00024	ADFW01000001.1||1_partial_1	24
ADFW01000001.1||1_partial_1__00025	ADFW01000001.1||1_partial_1	25
ADFW01000001.1||1_partial_1__00026	ADFW01000001.1||1_partial_1	26
ADFW01000001.1||1_partial_1__00027	ADFW01000001.1||1_partial_1	27
ADFW01000001.1||1_partial_1__00028	ADFW01000001.1||1_partial_1	28
ADFW01000001.1||1_partial_1__00029	ADFW01000001.1||1_partial_1	29
ADFW01000001.1||1_partial_1__00030	ADFW01000001.1||1_partial_1	30
ADFW01000001.1||1_partial_1__00031	ADFW01000001.1||1_partial_1	31
ADFW01000001.1||1_partial_1__00032	ADFW01000001.1||1_partial_1	32
ADFW01000001.1||1_partial_1__00033	ADFW01000001.1||1_partial_1	33
ADFW01000001.1||1_partial_1__00034	ADFW01000001.1||1_partial_1	34
ADFW01000001.1||1_partial_1__00035	ADFW01000001.1||1_partial_1	35
ADFW01000001.1||1_partial_1__00036	ADFW01000001.1||1_partial_1	36
ADFW01000001.1||1_partial_1__00037	ADFW01000001.1||1_partial_1	37
ADFW01000001.1||1_partial_1__00038	ADFW01000001.1||1_partial_1	38
ADFW01000001.1||1_partial_1__00039	ADFW01000001.1||1_partial_1	39
ADFW01000001.1||1_partial_1__00040	ADFW01000001.1||1_partial_1	40
ADFW01000001.1||1_partial_1__00041	ADFW01000001.1||1_partial_1	41
ADFW01000001.1||1_partial_1__00042	ADFW01000001.1||1_partial_1	42
ADFW01000001.1||1_partial_1__00043	ADFW01000001.1||1_partial_1	43
ADFW01000001.1||1_partial_1__00044	ADFW01000001.1||1_partial_1	44
ADFW01000001.1||1_partial_1__00045	ADFW01000001.1||1_partial_1	45
ADFW01000001.1||1_partial_1__00046	ADFW01000001.1||1_partial_1	46
ADFW01000001.1||1_partial_1__00047	ADFW01000001.1||1_partial_1	47
ADFW01000001.1||1_partial_1__00048	ADFW01000001.1||1_partial_1	48
ADFW01000001.1||1_partial_1__00049	ADFW01000001.1||1_partial_1	49
ADFW01000001.1||1_partial_1__00050	ADFW01000001.1||1_partial_1	50
ADFW01000001.1||1_partial_1__00051	ADFW01000001.1||1_partial_1	51
ADFW01000001.1||1_partial_1__00052	ADFW01000001.1||1_partial_1	52
ADFW01000001.1||1_partial_1__00053	ADFW01000001.1||1_partial_1	53
ADFW01000001.1||1_partial_1__00054	ADFW01000001.1||1_partial_1	54
ADFW01000001.1||1_partial_1__00055	ADFW01000001.1||1_partial_1	55
ADFW01000001.1||1_partial_1__00056	ADFW01000001.1||1_partial_1	56
ADFW01000001.1||1_partial_1__00057	ADFW01000001.1||1_partial_1	57
ADFW01000001.1||1_partial_1__00058	ADFW01000001.1||1_partial_1	58
ADFW01000001.1||1_partial_1__00059	ADFW01000001.1||1_partial_1	59
ADFW01000001.1||1_partial_1__00060	ADFW01000001.1||1_partial_1	60
ADFW01000001.1||1_partial_1__00061	ADFW01000001.1||1_partial_1	61
ADFW01000001.1||1_partial_1__00062	ADFW01000001.1||1_partial_1	62
ADFW01000001.1||1_partial_1__00063	ADFW01000001.1||1_partial_1	63
ADFW01000001.1||1_partial_1__00064	ADFW01000001.1||1_partial_1	64
ADFW01000001.1||1_partial_1__00065	ADFW01000001.1||1_partial_1	65
ADFW01000001.1||1_partial_1__00066	ADFW01000001.1||1_partial_1	66
ADFW01000001.1||1_partial_1__00067	ADFW01000001.1||1_partial_1	67
ADFW01000001.1||1_partial_1__00068	ADFW01000001.1||1_partial_1	68
ADFW01000001.1||1_partial_1__00069	ADFW01000001.1||1_partial_1	69
ADFW01000001.1||1_partial_1__00070	ADFW01000001.1||1_partial_1	70
ADFW01000001.1||1_partial_1__00071	ADFW01000001.1||1_partial_1	71
ADFW01000001.1||1_partial_1__00072	ADFW01000001.1||1_partial_1	72
ADFW01000001.1||1_partial_1__00073	ADFW01000001.1||1_partial_1	73
ADFW01000001.1||1_partial_1__00074	ADFW01000001.1||1_partial_1	74
ADFW01000001.1||1_partial_1__00075	ADFW01000001.1||1_partial_1	75
ADFW01000001.1||1_partial_1__00076	ADFW01000001.1||1_partial_1	76
ADFW01000001.1||1_partial_1__00077	ADFW01000001.1||1_partial_1	77
ADFW01000001.1||1_partial_1__00078	ADFW01000001.1||1_partial_1	78
ADFW01000001.1||1_partial_1__00079	ADFW01000001.1||1_partial_1	79
ADFW01000001.1||1_partial_1__00080	ADFW01000001.1||1_partial_1	80
ADFW01000001.1||1_partial_1__00081	ADFW01000001.1||1_partial_1	81
ADFW01000001.1||1_partial_1__00082	ADFW01000001.1||1_partial_1	82
ADFW01000001.1||1_partial_1__00083	ADFW01000001.1||1_partial_1	83
ADFW01000001.1||1_partial_1__00084	ADFW01000001.1||1_partial_1	84
ADFW01000001.1||1_partial_1__00085	ADFW01000001.1||1_partial_1	85
ADFW01000001.1||1_partial_1__00086	ADFW01000001.1||1_partial_1	86
ADFW01000001.1||1_partial_1__00087	ADFW01000001.1||1_partial_1	87
ADFW01000001.1||1_partial_1__00088	ADFW01000001.1||1_partial_1	88
ADFW01000001.1||1_partial_1__00089	ADFW01000001.1||1_partial_1	89
ADFW01000001.1||1_partial_1__00090	ADFW01000001.1||1_partial_1	90
ADFW01000001.1||1_partial_1__00091	ADFW01000001.1||1_partial_1	91
ADFW01000001.1||1_partial_1__00092	ADFW01000001.1||1_partial_1	92
ADFW01000001.1||1_partial_1__00093	ADFW01000001.1||1_partial_1	93
ADFW01000001.1||1_partial_1__00094	ADFW01000001.1||1_partial_1	94
ADFW01000001.1||1_partial_1__00095	ADFW01000001.1||1_partial_1	95
ADFW01000001.1||1_partial_1__00096	ADFW01000001.1||1_partial_1	96
ADFW01000001.1||1_partial_1__00097	ADFW01000001.1||1_partial_1	97
ADFW01000001.1||1_partial_1__00098	ADFW01000001.1||1_partial_1	98
ADFW01000001.1||1_partial_1__00099	ADFW01000001.1||1_partial_1	99
ADFW01000001.1||1_partial_1__00100	ADFW01000001.1||1_partial_1	100
ADFW01000001.1||1_partial_1__00101	ADFW01000001.1||1_partial_1	101
ADFW01000001.1||1_partial_1__00102	ADFW01000001.1||1_partial_1	102
ADFW01000001.1||1_partial_1__00103	ADFW01000001.1||1_partial_1	103
ADFW01000001.1||1_partial_1__00104	ADFW01000001.1||1_partial_1	104
ADFW01000001.1||1_partial_1__00105	ADFW01000001.1||1_partial_1	105
ADFW01000001.1||1_partial_1__00106	ADFW01000001.1||1_partial_1	106
ADFW01000001.1||1_partial_1__00107	ADFW01000001.1||1_partial_1	107
ADFW01000001.1||1_partial_1__00108	ADFW01000001.1||1_partial_1	108
ADFW01000001.1||1_partial_1__00109	ADFW01000001.1||1_partial_1	109
ADFW01000001.1||1_partial_1__00110	ADFW01000001.1||1_partial_1	110
ADFW01000001.1||1_partial_1__00111	ADFW01000001.1||1_partial_1	111
ADFW01000001.1||1_partial_1__00112	ADFW01000001.1||1_partial_1	112
ADFW01000001.1||1_partial_1__00113	ADFW01000001.1||1_partial_1	113
ADFW01000001.1||1_partial_1__00114	ADFW01000001.1||1_partial_1	114
ADFW01000001.1||1_partial_1__00115	ADFW01000001.1||1_partial_1	115
ADFW01000001.1||1_partial_1__00116	ADFW01000001.1||1_partial_1	116
ADFW01000001.1||1_partial_1__00117	ADFW01000001.1||1_partial_1	117
ADFW01000001.1||1_partial_1__00118	ADFW01000001.1||1_partial_1	118
ADFW01000001.1||1_partial_1__00119	ADFW01000001.1||1_partial_1	119
ADFW01000001.1||1_partial_1__00120	ADFW01000001.1||1_partial_1	120
ADFW01000001.1||1_partial_1__00121	ADFW01000001.1||1_partial_1	121
ADFW01000001.1||1_partial_1__00122	ADFW01000001.1||1_partial_1	122
ADFW01000001.1||1_partial_1__00123	ADFW01000001.1||1_partial_1	123
ADFW01000001.1||1_partial_1__00124	ADFW01000001.1||1_partial_1	124
ADFW01000001.1||1_partial_1__00125	ADFW01000001.1||1_partial_1	125
ADFW01000001.1||1_partial_1__00126	ADFW01000001.1||1_partial_1	126
ADFW01000001.1||1_partial_1__00127	ADFW01000001.1||1_partial_1	127
ADFW01000001.1||1_partial_1__00128	ADFW01000001.1||1_partial_1	128
ADFW01000001.1||1_partial_1__00129	ADFW01000001.1||1_partial_1	129
ADFW01000001.1||1_partial_1__00130	ADFW01000001.1||1_partial_1	130
ADFW01000001.1||1_partial_1__00131	ADFW01000001.1||1_partial_1	131
ADFW01000001.1||1_partial_1__00132	ADFW01000001.1||1_partial_1	132
ADFW01000001.1||1_partial_1__00133	ADFW01000001.1||1_partial_1	133
ADFW01000001.1||1_partial_1__00134	ADFW01000001.1||1_partial_1	134
ADFW01000001.1||1_partial_1__00135	ADFW01000001.1||1_partial_1	135
ADFW01000001.1||1_partial_1__00136	ADFW01000001.1||1_partial_1	136
ADFW01000001.1||1_partial_1__00137	ADFW01000001.1||1_partial_1	137
ADFW01000001.1||1_partial_1__00138	ADFW01000001.1||1_partial_1	138
ADFW01000001.1||1_partial_1__00139	ADFW01000001.1||1_partial_1	139
ADFW01000001.1||1_partial_1__00140	ADFW01000001.1||1_partial_1	140
ADFW01000001.1||1_partial_1__00141	ADFW01000001.1||1_partial_1	141
ADFW01000001.1||1_partial_1__00142	ADFW01000001.1||1_partial_1	142
ADFW01000001.1||1_partial_1__00143	ADFW01000001.1||1_partial_1	143
ADFW01000001.1||1_partial_1__00144	ADFW01000001.1||1_partial_1	144
ADFW01000001.1||1_partial_1__00145	ADFW01000001.1||1_partial_1	145
ADFW01000001.1||1_partial_1__00146	ADFW01000001.1||1_partial_1	146
ADFW01000001.1||1_partial_1__00147	ADFW01000001.1||1_partial_1	147
ADFW01000001.1||1_partial_1__00148	ADFW01000001.1||1_partial_1	148
ADFW01000001.1||1_partial_1__00149	ADFW01000001.1||1_partial_1	149
ADFW01000001.1||1_partial_1__00150	ADFW01000001.1||1_partial_1	150
ADFW01000001.1||1_partial_1__00151	ADFW01000001.1||1_partial_1	151
ADFW01000001.1||1_partial_1__00152	ADFW01000001.1||1_partial_1	152
ADFW01000001.1||1_partial_1__00153	ADFW01000001.1||1_partial_1	153
ADFW01000001.1||1_partial_1__00154	ADFW01000001.1||1_partial_1	154
ADFW01000001.1||1_partial_1__00155	ADFW01000001.1||1_partial_1	155
ADFW01000001.1||1_partial_1__00156	ADFW01000001.1||1_partial_1	156
ADFW01000001.1||1_partial_1__00157	ADFW01000001.1||1_partial_1	157
ADFW01000001.1||2_partial_1__00001	ADFW01000001.1||2_partial_1	1
ADFW01000001.1||2_partial_1__00002	ADFW01000001.1||2_partial_1	2
ADFW01000001.1||2_partial_1__00003	ADFW01000001.1||2_partial_1	3
ADFW01000001.1||2_partial_1__00004	ADFW01000001.1||2_partial_1	4
ADFW01000001.1||2_partial_1__00005	ADFW01000001.1||2_partial_1	5
ADFW01000001.1||2_partial_1__00006	ADFW01000001.1||2_partial_1	6
ADFW01000001.1||2_partial_1__00007	ADFW01000001.1||2_partial_1	7
ADFW01000001.1||2_partial_1__00008	ADFW01000001.1||2_partial_1	8
ADFW01000001.1||2_partial_1__00009	ADFW01000001.1||2_partial_1	9
ADFW01000001.1||2_partial_1__00010	ADFW01000001.1||2_partial_1	10
ADFW01000001.1||2_partial_1__00011	ADFW01000001.1||2_partial_1	11
ADFW01000001.1||2_partial_1__00012	ADFW01000001.1||2_partial_1	12
ADFW01000001.1||2_partial_1__00013	ADFW01000001.1||2_partial_1	13
ADFW01000001.1||2_partial_1__00014	ADFW01000001.1||2_partial_1	14
ADFW01000001.1||2_partial_1__00015	ADFW01000001.1||2_partial_1	15
ADFW01000001.1||2_partial_1__00016	ADFW01000001.1||2_partial_1	16
ADFW01000001.1||2_partial_1__00017	ADFW01000001.1||2_partial_1	17
ADFW01000001.1||2_partial_1__00018	ADFW01000001.1||2_partial_1	18
ADFW01000001.1||2_partial_1__00019	ADFW01000001.1||2_partial_1	19
ADFW01000001.1||2_partial_1__00020	ADFW01000001.1||2_partial_1	20
ADFW01000001.1||2_partial_1__00021	ADFW01000001.1||2_partial_1	21
ADFW01000001.1||2_partial_1__00022	ADFW01000001.1||2_partial_1	22
ADFW01000001.1||2_partial_1__00023	ADFW01000001.1||2_partial_1	23
ADFW01000001.1||2_partial_1__00024	ADFW01000001.1||2_partial_1	24
ADFW01000001.1||2_partial_1__00025	ADFW01000001.1||2_partial_1	25
ADFW01000001.1||2_partial_1__00026	ADFW01000001.1||2_partial_1	26
ADFW01000001.1||2_partial_1__00027	ADFW01000001.1||2_partial_1	27
ADFW01000001.1||2_partial_1__00028	ADFW01000001.1||2_partial_1	28
ADFW01000001.1||2_partial_1__00029	ADFW01000001.1||2_partial_1	29
ADFW01000001.1||2_partial_1__00030	ADFW01000001.1||2_partial_1	30
ADFW01000001.1||2_partial_1__00031	ADFW01000001.1||2_partial_1	31
ADFW01000001.1||2_partial_1__00032	ADFW01000001.1||2_partial_1	32
ADFW01000001.1||2_partial_1__00033	ADFW01000001.1||2_partial_1	33
ADFW01000001.1||2_partial_1__00034	ADFW01000001.1||2_partial_1	34
ADFW01000001.1||2_partial_1__00035	ADFW01000001.1||2_partial_1	35
ADFW01000001.1||2_partial_1__00036	ADFW01000001.1||2_partial_1	36
ADFW01000001.1||2_partial_1__00037	ADFW01000001.1||2_partial_1	37
ADFW01000001.1||2_partial_1__00038	ADFW01000001.1||2_partial_1	38
ADFW01000001.1||2_partial_1__00039	ADFW01000001.1||2_partial_1	39
ADFW01000001.1||2_partial_1__00040	ADFW01000001.1||2_partial_1	40
ADFW01000001.1||2_partial_1__00041	ADFW01000001.1||2_partial_1	41
ADFW01000001.1||2_partial_1__00042	ADFW01000001.1||2_partial_1	42
ADFW01000001.1||2_partial_1__00043	ADFW01000001.1||2_partial_1	43
ADFW01000001.1||2_partial_1__00044	ADFW01000001.1||2_partial_1	44
ADFW01000001.1||2_partial_1__00045	ADFW01000001.1||2_partial_1	45
ADFW01000001.1||2_partial_1__00046	ADFW01000001.1||2_partial_1	46
ADFW01000001.1||2_partial_1__00047	ADFW01000001.1||2_partial_1	47
ADFW01000001.1||2_partial_1__00048	ADFW01000001.1||2_partial_1	48
ADFW01000001.1||2_partial_1__00049	ADFW01000001.1||2_partial_1	49
ADFW01000001.1||2_partial_1__00050	ADFW01000001.1||2_partial_1	50
ADFW01000001.1||2_partial_1__00051	ADFW01000001.1||2_partial_1	51
ADFW01000001.1||2_partial_1__00052	ADFW01000001.1||2_partial_1	52
ADFW01000001.1||2_partial_1__00053	ADFW01000001.1||2_partial_1	53
ADFW01000001.1||2_partial_1__00054	ADFW01000001.1||2_partial_1	54
ADFW01000001.1||2_partial_1__00055	ADFW01000001.1||2_partial_1	55
ADFW01000001.1||2_partial_1__00056	ADFW01000001.1||2_partial_1	56
ADFW01000001.1||2_partial_1__00057	ADFW01000001.1||2_partial_1	57
ADFW01000001.1||2_partial_1__00058	ADFW01000001.1||2_partial_1	58
ADFW01000001.1||2_partial_1__00059	ADFW01000001.1||2_partial_1	59
ADFW01000001.1||2_partial_1__00060	ADFW01000001.1||2_partial_1	60
ADFW01000001.1||2_partial_1__00061	ADFW01000001.1||2_partial_1	61
ADFW01000001.1||2_partial_1__00062	ADFW01000001.1||2_partial_1	62
ADFW01000001.1||2_partial_1__00063	ADFW01000001.1||2_partial_1	63
ADFW01000001.1||2_partial_1__00064	ADFW01000001.1||2_partial_1	64
ADFW01000001.1||2_partial_1__00065	ADFW01000001.1||2_partial_1	65
ADFW01000001.1||2_partial_1__00066	ADFW01000001.1||2_partial_1	66
ADFW01000001.1||2_partial_1__00067	ADFW01000001.1||2_partial_1	67
ADFW01000001.1||2_partial_1__00068	ADFW01000001.1||2_partial_1	68
ADFW01000001.1||2_partial_1__00069	ADFW01000001.1||2_partial_1	69
ADFW01000001.1||2_partial_1__00070	ADFW01000001.1||2_partial_1	70
ADFW01000001.1||2_partial_1__00071	ADFW01000001.1||2_partial_1	71
ADFW01000001.1||2_partial_1__00072	ADFW01000001.1||2_partial_1	72
ADFW01000001.1||2_partial_1__00073	ADFW01000001.1||2_partial_1	73
ADFW01000001.1||2_partial_1__00074	ADFW01000001.1||2_partial_1	74
ADFW01000001.1||2_partial_1__00075	ADFW01000001.1||2_partial_1	75
ADFW01000001.1||2_partial_1__00076	ADFW01000001.1||2_partial_1	76
ADFW01000001.1||2_partial_1__00077	ADFW01000001.1||2_partial_1	77
ADFW01000001.1||2_partial_1__00078	ADFW01000001.1||2_partial_1	78
ADFW01000001.1||2_partial_1__00079	ADFW01000001.1||2_partial_1	79
ADFW01000001.1||2_partial_1__00080	ADFW01000001.1||2_partial_1	80
ADFW01000001.1||2_partial_1__00081	ADFW01000001.1||2_partial_1	81
ADFW01000001.1||2_partial_1__00082	ADFW01000001.1||2_partial_1	82
ADFW01000001.1||2_partial_1__00083	ADFW01000001.1||2_partial_1	83
ADFW01000001.1||2_partial_1__00084	ADFW01000001.1||2_partial_1	84
ADFW01000001.1||2_partial_1__00085	ADFW01000001.1||2_partial_1	85
ADFW01000001.1||2_partial_1__00086	ADFW01000001.1||2_partial_1	86
ADFW01000001.1||2_partial_1__00087	ADFW01000001.1||2_partial_1	87
ADFW01000001.1||3_partial_1__00001	ADFW01000001.1||3_partial_1	1
ADFW01000001.1||3_partial_1__00002	ADFW01000001.1||3_partial_1	2
ADFW01000001.1||3_partial_1__00003	ADFW01000001.1||3_partial_1	3
ADFW01000001.1||3_partial_1__00004	ADFW01000001.1||3_partial_1	4
ADFW01000001.1||3_partial_1__00005	ADFW01000001.1||3_partial_1	5
ADFW01000001.1||3_partial_1__00006	ADFW01000001.1||3_partial_1	6
ADFW01000001.1||3_partial_1__00007	ADFW01000001.1||3_partial_1	7
ADFW01000001.1||3_partial_1__00008	ADFW01000001.1||3_partial_1	8
ADFW01000001.1||3_partial_1__00009	ADFW01000001.1||3_partial_1	9
ADFW01000001.1||3_partial_1__00010	ADFW01000001.1||3_partial_1	10
ADFW01000001.1||3_partial_1__00011	ADFW01000001.1||3_partial_1	11
ADFW01000001.1||3_partial_1__00012	ADFW01000001.1||3_partial_1	12
ADFW01000001.1||3_partial_1__00013	ADFW01000001.1||3_partial_1	13
ADFW01000001.1||3_partial_1__00014	ADFW01000001.1||3_partial_1	14
ADFW01000001.1||3_partial_1__00015	ADFW01000001.1||3_partial_1	15
ADFW01000001.1||3_partial_1__00016	ADFW01000001.1||3_partial_1	16
ADFW01000001.1||3_partial_1__00017	ADFW01000001.1||3_partial_1	17
ADFW01000001.1||3_partial_1__00018	ADFW01000001.1||3_partial_1	18
ADFW01000001.1||3_partial_1__00019	ADFW01000001.1||3_partial_1	19
ADFW01000001.1||3_partial_1__00020	ADFW01000001.1||3_partial_1	20
ADFW01000001.1||3_partial_1__00021	ADFW01000001.1||3_partial_1	21
ADFW01000001.1||3_partial_1__00022	ADFW01000001.1||3_partial_1	22
ADFW01000001.1||3_partial_1__00023	ADFW01000001.1||3_partial_1	23
ADFW01000001.1||3_partial_1__00024	ADFW01000001.1||3_partial_1	24
ADFW01000001.1||3_partial_1__00025	ADFW01000001.1||3_partial_1	25
ADFW01000001.1||3_partial_1__00026	ADFW01000001.1||3_partial_1	26
ADFW01000001.1||3_partial_1__00027	ADFW01000001.1||3_partial_1	27
ADFW01000001.1||3_partial_1__00028	ADFW01000001.1||3_partial_1	28
ADFW01000001.1||3_partial_1__00029	ADFW01000001.1||3_partial_1	29
ADFW01000001.1||3_partial_1__00030	ADFW01000001.1||3_partial_1	30
ADFW01000001.1||3_partial_1__00031	ADFW01000001.1||3_partial_1	31
ADFW01000001.1||3_partial_1__00032	ADFW01000001.1||3_partial_1	32
ADFW01000001.1||3_partial_1__00033	ADFW01000001.1||3_partial_1	33
ADFW01000001.1||3_partial_1__00034	ADFW01000001.1||3_partial_1	34
ADFW01000001.1||3_partial_1__00036	ADFW01000001.1||3_partial_1	36
ADFW01000001.1||3_partial_1__00037	ADFW01000001.1||3_partial_1	37
ADFW01000001.1||3_partial_1__00038	ADFW01000001.1||3_partial_1	38
ADFW01000001.1||3_partial_1__00039	ADFW01000001.1||3_partial_1	39
ADFW01000001.1||3_partial_1__00040	ADFW01000001.1||3_partial_1	40
ADFW01000001.1||3_partial_1__00041	ADFW01000001.1||3_partial_1	41
ADFW01000001.1||3_partial_1__00042	ADFW01000001.1||3_partial_1	42
ADFW01000001.1||3_partial_1__00043	ADFW01000001.1||3_partial_1	43
ADFW01000001.1||3_partial_1__00044	ADFW01000001.1||3_partial_1	44
ADFW01000001.1||3_partial_1__00045	ADFW01000001.1||3_partial_1	45
ADFW01000001.1||3_partial_1__00046	ADFW01000001.1||3_partial_1	46
ADFW01000001.1||3_partial_1__00047	ADFW01000001.1||3_partial_1	47
ADFW01000001.1||3_partial_1__00048	ADFW01000001.1||3_partial_1	48
ADFW01000001.1||3_partial_1__00049	ADFW01000001.1||3_partial_1	49
ADFW01000001.1||3_partial_1__00050	ADFW01000001.1||3_partial_1	50
ADFW01000001.1||3_partial_1__00051	ADFW01000001.1||3_partial_1	51
ADFW01000001.1||3_partial_1__00052	ADFW01000001.1||3_partial_1	52
ADFW01000001.1||3_partial_1__00053	ADFW01000001.1||3_partial_1	53
ADFW01000001.1||3_partial_1__00054	ADFW01000001.1||3_partial_1	54
ADFW01000001.1||3_partial_1__00055	ADFW01000001.1||3_partial_1	55
ADFW01000001.1||3_partial_1__00056	ADFW01000001.1||3_partial_1	56
ADFW01000001.1||3_partial_1__00057	ADFW01000001.1||3_partial_1	57
ADFW01000001.1||3_partial_1__00058	ADFW01000001.1||3_partial_1	58
ADFW01000001.1||3_partial_1__00059	ADFW01000001.1||3_partial_1	59
ADFW01000001.1||3_partial_1__00060	ADFW01000001.1||3_partial_1	60
ADFW01000001.1||4_partial_1__00001	ADFW01000001.1||4_partial_1	1
ADFW01000001.1||4_partial_1__00002	ADFW01000001.1||4_partial_1	2
ADFW01000001.1||4_partial_1__00003	ADFW01000001.1||4_partial_1	3
ADFW01000001.1||4_partial_1__00004	ADFW01000001.1||4_partial_1	4
ADFW01000001.1||4_partial_1__00005	ADFW01000001.1||4_partial_1	5
ADFW01000001.1||4_partial_1__00006	ADFW01000001.1||4_partial_1	6
ADFW01000001.1||4_partial_1__00007	ADFW01000001.1||4_partial_1	7
ADFW01000001.1||4_partial_1__00008	ADFW01000001.1||4_partial_1	8
ADFW01000001.1||4_partial_1__00009	ADFW01000001.1||4_partial_1	9
ADFW01000001.1||4_partial_1__00010	ADFW01000001.1||4_partial_1	10
ADFW01000001.1||4_partial_1__00011	ADFW01000001.1||4_partial_1	11
ADFW01000001.1||4_partial_1__00012	ADFW01000001.1||4_partial_1	12
ADFW01000001.1||4_partial_1__00013	ADFW01000001.1||4_partial_1	13
ADFW01000001.1||4_partial_1__00014	ADFW01000001.1||4_partial_1	14
ADFW01000001.1||4_partial_1__00015	ADFW01000001.1||4_partial_1	15
ADFW01000001.1||4_partial_1__00016	ADFW01000001.1||4_partial_1	16
ADFW01000001.1||4_partial_1__00017	ADFW01000001.1||4_partial_1	17
ADFW01000001.1||4_partial_1__00018	ADFW01000001.1||4_partial_1	18
ADFW01000001.1||4_partial_1__00019	ADFW01000001.1||4_partial_1	19
